20
20
3 3 3 3 3 3 32 33 34 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 32 33 34 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 32 33 34 3 3 3 3 96 97 99 3 3 3 3
3 3 3 3 3 3 32 33 34 3 3 3 3 128 67 130 3 3 3 3
3 3 3 3 3 0 33 33 34 3 3 3 3 129 67 131 3 3 3 3
1 1 1 1 1 33 33 33 34 3 3 3 3 128 67 130 3 3 3 3
33 33 33 33 33 33 33 33 34 3 3 3 3 160 161 163 3 3 3 3
65 65 65 65 65 65 65 65 66 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3

8
5
  33   33   33   33   66    3  128   67
  33   33   33   66    3    3  128   67
  65   65   66   35    3    3  129   67
   3    3    3    3    3    3  160  161
   3   35    3   35    3    3   35   35
